Id,State,shopping centre,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2956,New South Wales,Westfield Parramatta,-33.81778,151.00194,Bankwest Stadium,-33.80943,151.00055,Stadium
2957,New South Wales,Westfield Parramatta,-33.81778,151.00194,Sushi Bay,-33.81730720726264,151.00380827778847,Asian Restaurant
2958,New South Wales,Westfield Parramatta,-33.81778,151.00194,Armani Restaurant,-33.80960040957519,151.0052330988022,Middle Eastern Restaurant
2959,New South Wales,Westfield Parramatta,-33.81778,151.00194,PARKROYAL,-33.81202557793101,151.00469148518036,Hotel
2960,New South Wales,Westfield Parramatta,-33.81778,151.00194,Mikazuki,-33.81636285612239,151.0057687588865,Asian Restaurant
2961,New South Wales,Westfield Parramatta,-33.81778,151.00194,Sahara,-33.817256410125395,151.00437953684454,Mediterranean Restaurant
2962,New South Wales,Westfield Parramatta,-33.81778,151.00194,Parramatta River,-33.81138631546538,151.00555789385987,River
2963,New South Wales,Westfield Parramatta,-33.81778,151.00194,PappaRich,-33.81730023323027,151.004560615457,Asian Restaurant
2964,New South Wales,Westfield Parramatta,-33.81778,151.00194,Nando's,-33.81734171898977,151.00462508563194,Portuguese Restaurant
2966,New South Wales,Westfield Parramatta,-33.81778,151.00194,Parramatta City Library,-33.81825129016424,151.00491285324097,Library
2967,New South Wales,Westfield Parramatta,-33.81778,151.00194,Butter,-33.81541,151.00133,Burger Joint
2968,New South Wales,Westfield Parramatta,-33.81778,151.00194,Daiso Japan,-33.8170935441687,151.0035062312046,Discount Store
2969,New South Wales,Westfield Parramatta,-33.81778,151.00194,Crunch Fitness,-33.81389799701549,151.0043943819824,Athletics & Sports
2970,New South Wales,Westfield Parramatta,-33.81778,151.00194,Circa,-33.81868667522106,151.00530962583565,Café
2971,New South Wales,Westfield Parramatta,-33.81778,151.00194,Chatkazz,-33.821766,151.00844,Indian Restaurant
2972,New South Wales,Westfield Parramatta,-33.81778,151.00194,BL Burgers,-33.81542,151.00349,Burger Joint
2973,New South Wales,Westfield Parramatta,-33.81778,151.00194,Temasek,-33.814225652830714,151.0058925065395,Asian Restaurant
2975,New South Wales,Westfield Parramatta,-33.81778,151.00194,Commercial Hotel,-33.81805453736785,151.00678682105442,Bar
2976,New South Wales,Westfield Parramatta,-33.81778,151.00194,EB Games,-33.81747243975681,151.00073092437736,Video Game Store
2977,New South Wales,Westfield Parramatta,-33.81778,151.00194,Saravanaa Bhavan,-33.81333206298752,151.00782625610697,Indian Restaurant
2978,New South Wales,Westfield Parramatta,-33.81778,151.00194,Dymocks,-33.817833581665,151.00279152274194,Bookstore
2979,New South Wales,Westfield Parramatta,-33.81778,151.00194,Riverside Theatre,-33.810360578805046,151.0041757607287,Performing Arts Venue
2980,New South Wales,Westfield Parramatta,-33.81778,151.00194,Pho Pasteur,-33.8183185530253,151.00377735706084,Asian Restaurant
2981,New South Wales,Westfield Parramatta,-33.81778,151.00194,Gelato Messina,-33.81231,151.00353,Dessert Shop
2982,New South Wales,Westfield Parramatta,-33.81778,151.00194,PJ Gallagher's,-33.820384189303766,151.00406985762226,Bar
2983,New South Wales,Westfield Parramatta,-33.81778,151.00194,Sun Ming BBQ Restaurant,-33.81774545996284,151.0037068661298,Asian Restaurant
2984,New South Wales,Westfield Parramatta,-33.81778,151.00194,Guzman Y Gomez,-33.81722521461575,151.0034923693791,Mexican Restaurant
2985,New South Wales,Westfield Parramatta,-33.81778,151.00194,The Emporium,-33.81249315056654,151.00460140103897,Australian Restaurant
2986,New South Wales,Westfield Parramatta,-33.81778,151.00194,Bourke Street Bakery,-33.81554017637153,151.00317582795356,Bakery
2987,New South Wales,Westfield Parramatta,-33.81778,151.00194,Xcel Roll,-33.8152817208346,151.00378557094544,Asian Restaurant
2988,New South Wales,Westfield Parramatta,-33.81778,151.00194,La Roue Café,-33.813879464023955,151.00330909945222,Café
2989,New South Wales,Westfield Parramatta,-33.81778,151.00194,Chocolateria San Churro,-33.81212781566314,151.00390226644205,Dessert Shop
2990,New South Wales,Westfield Parramatta,-33.81778,151.00194,Sicilian Parramatta,-33.81251433611951,151.00380189923752,Italian Restaurant
2991,New South Wales,Westfield Parramatta,-33.81778,151.00194,Thai Riffic,-33.8174133962614,151.00370318013515,Asian Restaurant
2992,New South Wales,Westfield Parramatta,-33.81778,151.00194,Kanzo Fresh Sushi,-33.81393111465107,151.00485039756364,Asian Restaurant
2993,New South Wales,Westfield Parramatta,-33.81778,151.00194,Oriental Tucker Box,-33.814860866467804,151.00907629913718,Asian Restaurant
2994,New South Wales,Westfield Parramatta,-33.81778,151.00194,Parramatta RSL,-33.81395274582004,150.9991234255945,Bar
2995,New South Wales,Westfield Parramatta,-33.81778,151.00194,Target,-33.8174220739328,151.00048590708883,Big Box Store
2996,New South Wales,Westfield Parramatta,-33.81778,151.00194,Chefs Gallery,-33.817360156987206,151.00374792966596,Asian Restaurant
2997,New South Wales,Westfield Parramatta,-33.81778,151.00194,Hyderabad House,-33.8179087493566,151.0087222421451,Indian Restaurant
2998,New South Wales,Westfield Parramatta,-33.81778,151.00194,Grill'd,-33.81201227277365,151.00400136608465,Burger Joint
2999,New South Wales,Westfield Parramatta,-33.81778,151.00194,Grill'd,-33.81717930297393,151.00351610498615,Burger Joint
3000,New South Wales,Westfield Parramatta,-33.81778,151.00194,Billu's Eatery,-33.82192287901716,151.00895990866886,Indian Restaurant
3001,New South Wales,Westfield Parramatta,-33.81778,151.00194,Hong Fu,-33.81517514116594,151.0091780493623,Asian Restaurant
3002,New South Wales,Westfield Parramatta,-33.81778,151.00194,The Athletes Foot Parramatta,-33.81946016103029,151.00039483979344,Sporting Goods Shop
3003,New South Wales,Westfield Parramatta,-33.81778,151.00194,Mad Mex,-33.81218605013506,151.00392541576448,Mexican Restaurant
3004,New South Wales,Westfield Parramatta,-33.81778,151.00194,Darcy Street Project,-33.81460657742936,151.00480361120174,Coffee Shop
3005,New South Wales,Westfield Parramatta,-33.81778,151.00194,In The Mood For Thai,-33.81396576348493,151.00531597505406,Asian Restaurant
3006,New South Wales,Westfield Parramatta,-33.81778,151.00194,Criniti's Ristorante,-33.81204559660506,151.00401121842975,Italian Restaurant
3007,New South Wales,Westfield Parramatta,-33.81778,151.00194,Buddha Boy,-33.81732797480608,151.00439821672518,Asian Restaurant
3008,New South Wales,Westfield Parramatta,-33.81778,151.00194,Beatdisc Records,-33.81604715707928,151.00267946555613,Record Shop
3009,New South Wales,Westfield Parramatta,-33.81778,151.00194,Sahra Restaurant,-33.81308,151.00831,Middle Eastern Restaurant
3010,New South Wales,Westfield Parramatta,-33.81778,151.00194,Anytime Fitness,-33.81998,151.00635,Athletics & Sports
3011,New South Wales,Westfield Parramatta,-33.81778,151.00194,Country growers,-33.81745114815183,151.00039381390172,Fruit & Vegetable Store
3012,New South Wales,Westfield Parramatta,-33.81778,151.00194,Sauté Thai,-33.812135306896586,151.00361458809638,Asian Restaurant
3013,New South Wales,Westfield Parramatta,-33.81778,151.00194,Thainabox,-33.81191293731798,151.00411139301977,Asian Restaurant
3014,New South Wales,Westfield Parramatta,-33.81778,151.00194,Paper Plane Cafe,-33.81365153739725,151.00542326249854,Café
3015,New South Wales,Westfield Parramatta,-33.81778,151.00194,Sweet Land Patisserie,-33.82224,151.00927,Café
3016,New South Wales,Westfield Parramatta,-33.81778,151.00194,Jones Park,-33.823396250477344,150.99516170039993,Athletics & Sports
3017,New South Wales,Westfield Parramatta,-33.81778,151.00194,Oliver Brown,-33.81274052575507,151.00373335512697,Dessert Shop
3018,New South Wales,Westfield Parramatta,-33.81778,151.00194,Hungry Jack's,-33.81715664832834,151.00141139246264,Fast Food Restaurant
3019,New South Wales,Westfield Parramatta,-33.81778,151.00194,Asadal,-33.81333602978013,151.00816420725297,Asian Restaurant
3020,New South Wales,Westfield Parramatta,-33.81778,151.00194,Ginger Indian Restaurant,-33.8208,151.00885,Indian Restaurant
3021,New South Wales,Westfield Parramatta,-33.81778,151.00194,Kouzina Greco,-33.812138,151.003381,Greek Restaurant
3022,New South Wales,Westfield Parramatta,-33.81778,151.00194,Flower City,-33.8192365692466,150.99524127493785,Flower Shop
3023,New South Wales,Westfield Parramatta,-33.81778,151.00194,Not Just Curries,-33.8218,151.00876,Indian Restaurant
3024,New South Wales,Westfield Parramatta,-33.81778,151.00194,Old Government House,-33.81226190690881,150.99706673350266,Historic Site
3025,New South Wales,Westfield Parramatta,-33.81778,151.00194,YogurBerry,-33.81281440301022,151.0037445676348,Dessert Shop
3026,New South Wales,Westfield Parramatta,-33.81778,151.00194,The Park Oasis,-33.81643,150.99397,Athletics & Sports
3027,New South Wales,Westfield Parramatta,-33.81778,151.00194,Lok Lok Dumpling Bar,-33.816992,151.001472,Asian Restaurant
3028,New South Wales,Westfield Parramatta,-33.81778,151.00194,Gatehouse Tea Rooms,-33.81378677594879,150.99753758647904,Tea Room
3029,New South Wales,Westfield Parramatta,-33.81778,151.00194,Breadtop [包店],-33.81741687712651,151.00058716467112,Bakery
3030,New South Wales,Westfield Parramatta,-33.81778,151.00194,Lachlan's at Old Government House,-33.81213531168013,150.9969578214199,Australian Restaurant
3031,New South Wales,Westfield Parramatta,-33.81778,151.00194,El-Phoenician,-33.811703189115946,151.0044764638101,Middle Eastern Restaurant
3032,New South Wales,Westfield Parramatta,-33.81778,151.00194,Whispers Cafe On One,-33.817856,151.002964,Café
3033,New South Wales,Westfield Parramatta,-33.81778,151.00194,eVent Cinemas - Gold Class,-33.81740787002265,151.00481233843982,Movie Theater
3034,New South Wales,Westfield Parramatta,-33.81778,151.00194,Salsa's Fresh Mex Grill,-33.81723397452332,151.001405384073,Mexican Restaurant
3035,New South Wales,Westfield Parramatta,-33.81778,151.00194,Courtney's Brasserie,-33.81340438889672,151.0076667754348,Australian Restaurant
3036,New South Wales,Westfield Parramatta,-33.81778,151.00194,Boost Juice,-33.816942476708604,151.00348940120747,Juice Bar
3037,New South Wales,Westfield Parramatta,-33.81778,151.00194,Peter Wynn's Score,-33.814772831476134,151.0029861585198,Sporting Goods Shop
3038,New South Wales,Westfield Parramatta,-33.81778,151.00194,Soul Origin,-33.81762931982027,151.0015489798169,Sandwich Place
3039,New South Wales,Westfield Parramatta,-33.81778,151.00194,AHM Dental & Eye Care Centre,-33.8145455774273,151.00030571054998,Medical Center
3040,New South Wales,Westfield Parramatta,-33.81778,151.00194,Subway,-33.816933193483386,151.0034433569576,Sandwich Place
3041,New South Wales,Westfield Parramatta,-33.81778,151.00194,Taste Gallery,-33.81845131559979,151.0037868638902,Asian Restaurant
3042,New South Wales,Westfield Parramatta,-33.81778,151.00194,Meriton Serviced Apartments,-33.81460079754049,151.00977000144144,Hotel
3043,New South Wales,Westfield Parramatta,-33.81778,151.00194,ALDI,-33.81367087230941,151.00380283041605,Food & Drink Shop
3044,New South Wales,Westfield Parramatta,-33.81778,151.00194,Oporto,-33.817075,151.001648,Fast Food Restaurant
3045,New South Wales,Westfield Parramatta,-33.81778,151.00194,Chowking,-33.817389,151.0004172,Food & Drink Shop
3047,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Big W,-33.766282210492236,151.26525108901845,Department Store
3048,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Hoyts,-33.768729144771775,151.26611452735406,Movie Theater
3049,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Aldi,-33.76627012451754,151.2673054885833,Food & Drink Shop
3050,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Myer,-33.76775821087167,151.26475250054216,Department Store
3051,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Coles,-33.76851852125899,151.26609886251882,Food & Drink Shop
3052,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,JB Hi-Fi,-33.76809913815401,151.2649827805064,Electronics Store
3053,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,David Jones,-33.767203784199666,151.26616673778136,Department Store
3054,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Nomad brewing Co.,-33.7639,151.27239,Brewery
3055,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Berkelo,-33.76796,151.26933,Bakery
3056,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Brooky Pies,-33.764033,151.271399,Bakery
3057,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Fuel,-33.76300905611589,151.27173902570715,Café
3058,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Cotton On,-33.767943409044626,151.2660073133172,Clothing Store
3059,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,FlipOut,-33.76773971598702,151.27256092873458,Athletics & Sports
3060,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Flower Child,-33.767916,151.265553,Café
3061,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Brookvale Hotel,-33.76285657961107,151.27071609581355,Bar
3062,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Mimmo's Pizza,-33.76453739172545,151.27087436035168,Pizza Place
3063,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Three Beans,-33.767645892362545,151.26532906214214,Coffee Shop
3064,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,PetO,-33.76724,151.26949,Pet Store
3065,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Boost Juice Bar,-33.768476,151.265991,Juice Bar
3066,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Subway,-33.76843,151.266106,Sandwich Place
3067,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Warringah Golf Club,-33.77641064835767,151.26755032106647,Athletics & Sports
3068,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Quattro Formaggi,-33.766387109630514,151.2680170011256,Italian Restaurant
3069,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,McDonald's,-33.768507214456676,151.26600483145324,Fast Food Restaurant
3070,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,KFC,-33.768527,151.26595895,Fast Food Restaurant
3071,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Anytime Fitness,-33.766393120189214,151.26773821601742,Athletics & Sports
3072,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Pet Barn,-33.76047641021789,151.2723616402015,Pet Store
3073,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Ali Baba Kebabs,-33.76767911164755,151.26718022559757,Middle Eastern Restaurant
3074,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Oporto,-33.768531762716556,151.26597884467964,Fried Chicken Joint
3075,New South Wales,Westfield Warringah Mall,-33.76778,151.26611,Muffin Break,-33.767933756111205,151.2660927192603,Bakery
3077,New South Wales,Charlestown Square,-32.96306,151.695,Woolworths,-32.96366582657565,151.6930602153056,Food & Drink Shop
3078,New South Wales,Charlestown Square,-32.96306,151.695,Myer,-32.96318330584488,151.69412218657516,Department Store
3079,New South Wales,Charlestown Square,-32.96306,151.695,Apple Charlestown,-32.96391,151.694124,Electronics Store
3080,New South Wales,Charlestown Square,-32.96306,151.695,JB Hi-Fi,-32.96425586707926,151.693922975672,Electronics Store
3081,New South Wales,Charlestown Square,-32.96306,151.695,Guzman Y Gómez,-32.96548306828482,151.6940282465546,Mexican Restaurant
3082,New South Wales,Charlestown Square,-32.96306,151.695,Big W,-32.96542774329721,151.69400309784496,Department Store
3083,New South Wales,Charlestown Square,-32.96306,151.695,Hoyts,-32.96046439496214,151.6973252646365,Movie Theater
3084,New South Wales,Charlestown Square,-32.96306,151.695,Chemist Warehouse,-32.96275,151.69563,Pharmacy
3085,New South Wales,Charlestown Square,-32.96306,151.695,Food Court,-32.96545703088176,151.69399992482093,Food Court
3086,New South Wales,Charlestown Square,-32.96306,151.695,Sushi Bay,-32.965479328175434,151.69424633245796,Asian Restaurant
3087,New South Wales,Charlestown Square,-32.96306,151.695,New Shanghai,-32.96406,151.69384,Asian Restaurant
3088,New South Wales,Charlestown Square,-32.96306,151.695,Best Western Plus Apollo International Hotel,-32.95659285835312,151.7006722390488,Hotel
3089,New South Wales,Charlestown Square,-32.96306,151.695,Reading Cinema Gold Lounge,-32.96542348741783,151.69397638236057,Movie Theater
3090,New South Wales,Charlestown Square,-32.96306,151.695,Grill'd,-32.96545132576042,151.69413846546408,Burger Joint
3091,New South Wales,Charlestown Square,-32.96306,151.695,Strike Bowling Bar,-32.965412999189674,151.6944612628288,Bowling Alley
3092,New South Wales,Charlestown Square,-32.96306,151.695,The Mattara Hotel,-32.96065360188361,151.69627252917735,Bar
3093,New South Wales,Charlestown Square,-32.96306,151.695,Reading Cinemas,-32.965413148672745,151.69398475382806,Movie Theater
3094,New South Wales,Charlestown Square,-32.96306,151.695,Vistana Malaysia,-32.96416475492568,151.69579469871655,Asian Restaurant
3095,New South Wales,Charlestown Square,-32.96306,151.695,Dan Murphy's,-32.96399927584552,151.6938550121229,Food & Drink Shop
